Pre,Rec,f1_score
0.0033806626098715348,0.0026371308016877636,0.002962962962962963
0.34985133795837464,0.28757637474541753,0.31567180862955513
0.6048707753479126,0.4292768959435626,0.5021662884258304
0.6107091172214182,0.3964302489431658,0.4807747080603817
0.546267087276551,0.38855646970830215,0.4541083916083916
0.4740466101694915,0.3795589482612383,0.4215732454074423
0.032,0.027598896044158234,0.029636947394418377
0.8128048780487804,0.5721030042918455,0.6715365239294709
0.0006265664160401002,0.0006464124111182935,0.0006363347120585428
0.34871031746031744,0.2978813559322034,0.32129798903107865
0.4566500226963232,0.3699889665318132,0.4087769199512393
0.5530403905903241,0.48576998050682263,0.5172270651722708
0.33590237636480413,0.20224284609435422,0.2524740526188753
0.3973919011667811,0.3419964559952747,0.3676190476190476
0.7907488986784141,0.5101847465656087,0.6202130722718112
0.6337047353760445,0.36053882725832015,0.45959595959595967
0.6162046908315565,0.366867661059981,0.459916451163716
0.3317020119630234,0.25123558484349257,0.28591516287790014
0.1760772659732541,0.11903566047212456,0.14204375187293974
0.35605170387779084,0.25798212005108556,0.2991853863243643
