Acc,Pre,Rec,f1_score
0.5200378455092248,0.24061613746315966,0.8875897435897436,0.3785983025636539
0.6366831114415085,0.4021470807738676,0.9539697671251532,0.5657862854373638
0.608062445090221,0.30985742379547687,0.9318055812234337,0.4650647973066457
0.5580860985334866,0.26313329048092093,0.9058539529269765,0.40780655678319144
0.5277421098871393,0.21828789279112754,0.8950734249171008,0.3509798458252066
0.5665337568426032,0.2484653254725582,0.8982641177763129,0.389259188725957
0.5790025005068595,0.3071490094745909,0.9315569487983281,0.46197694001813705
0.6784483341217814,0.42895342329457126,0.9539482782464389,0.5917982155113247
0.5376427654254241,0.22159124519372966,0.8772833723653396,0.3538134592680047
0.5707575859971615,0.26047886134732523,0.9073529411764706,0.4047607890914202
0.5542677569777658,0.25942079553384506,0.9072605247101891,0.40347307013973677
0.6597621139420152,0.35883088670923574,0.9430795847750865,0.5198607600972772
0.5887004122457254,0.33812098681987157,0.9344645080946451,0.4965671271403755
0.6702034196120835,0.45304920304920304,0.9644701253995575,0.6165029469548133
0.6379333648712577,0.36822532463573737,0.9449311639549437,0.5299407764860715
0.5720416300601473,0.2670587529256436,0.9077927376580988,0.4127057732436819
0.5808947759681017,0.311795166858458,0.9245862480805324,0.46633105288068494
0.5765695749138339,0.3065609559921866,0.9204761083318959,0.45994052493212084
0.6195512603906197,0.3306283044387065,0.935467037745695,0.48857597092891214
0.6570926539163344,0.41368798565451287,0.9533057851239669,0.5769904126719466
0.5397039940528485,0.22989787533748093,0.8866002716161159,0.3651193139448173
0.643238494289383,0.3982358512905517,0.9448033707865169,0.5603031817424621
0.5686625667365006,0.2829914579580452,0.9195619335347432,0.4327927127305043
0.5961005609245117,0.3230552787384958,0.9315415821501014,0.47973884657236127
0.655977563019531,0.39686236058340485,0.9502567865003668,0.5598927938442917
0.6404338717307563,0.4247787610619469,0.953362664990572,0.5877019644310124
0.6102250456173549,0.3338716430408517,0.9334448160535117,0.4918278338252786
0.5786983848077313,0.29126442194490226,0.9203869047619048,0.44249686996959403
0.5064878015814016,0.18506512301013026,0.8584854994629431,0.3044906900328587
0.5828546326958167,0.27787556904400607,0.9108635097493036,0.42584065857401987











