,Mean_acc,Var_acc,Mean_pre,Var_pre,Mean_rec,Var_rec,Mean_f1,Var_f1
0,0.6994874999999999,0.041245471342318304,0.08568730453932208,0.09822377101608172,0.1817915846803302,0.19399314704462278,0.11512850497345668,0.12781050082595105
1,0.6022000000000001,0.06113547200684723,0.25563469576690534,0.10076921987247309,0.4638041988028096,0.1336097634078538,0.3256166150475211,0.1127718169266342
2,0.5085812500000001,0.06840098083863637,0.32423756106484236,0.08914148255338444,0.6208775915027999,0.11551779472745197,0.4237255503593236,0.10122039320629181
3,0.42393125000000004,0.06341763204888291,0.34391845421079614,0.0817793804901792,0.6109918433626422,0.16230192937890378,0.4389959752671607,0.10673108600167744
4,0.39100625000000006,0.0601017948333284,0.4140922770640917,0.06552015589464406,0.6011035057476959,0.0944451938913313,0.4879252572677825,0.06927140300850454
