Mean_acc,Mean_pre,Mean_rec,Mean_f1
0.7852841792255186,0.4818943556094258,0.9120790590286071,0.6241934569437654
0.968445180329346,0.9370614033509815,0.8907044527996095,0.9121667794601419
0.968710999977473,0.9500060705569985,0.8729245778596162,0.9087575905326859
0.9674055551801041,0.9569786410398644,0.8563598121175027,0.9026350531378431
0.9657250343538102,0.9591194618287714,0.8445929425316753,0.8969633267984479
0.9619213354058255,0.9577933558487143,0.8238693037959318,0.8842083749814809
0.9586650447162712,0.9566167340405076,0.8062338547554454,0.8711451197225235
