Pre,Rec,f1_score
0.42963970088375253,0.6666666666666666,0.5225299710624224
0.5290957923008057,0.7221995926680245,0.6107475025835343
0.6867132867132867,0.8659611992945326,0.7659906396255849
0.5224358974358975,0.5359323626115547,0.5290980755854394
0.6615158204562178,0.6724008975317876,0.6669139465875371
0.4901390236016812,0.6429177268871925,0.5562282150064207
0.5112359550561798,0.5441582336706532,0.5271836007130125
0.447463768115942,0.6360515021459228,0.5253456221198157
0.28891820580474936,0.5662572721396251,0.3826162917667613
0.6635220125786163,0.6258474576271187,0.6441343218491059
0.6459705236751333,0.7576314821625597,0.6973595125253893
0.7580702376729337,0.8331384015594542,0.7938335809806836
0.5626698882512836,0.7204176334106729,0.6318467017127354
0.28795328826060235,0.5534554046072061,0.37881544370325454
0.436080467229072,0.6366650876361913,0.5176198729058348
0.433852140077821,0.4417591125198098,0.4377699254024342
0.8115237764665046,0.7419866708981275,0.7751989389920425
0.6206081081081081,0.7565897858319605,0.6818856718634002
0.5560830860534125,0.47061778001004523,0.5097932535364527
0.48271054099274957,0.7369093231162197,0.5833192923336141
