Pre,Rec,f1_score
0.023554603854389723,0.0058016877637130804,0.009310198899703765
0.9747235387045814,0.25132382892057026,0.3996113989637306
0.9699842022116903,0.21657848324514992,0.35409457900807384
0.17073170731707318,0.0032879286049788633,0.0064516129032258064
0.96875,0.1854899027673897,0.31136220966729444
0.53125,0.00720949957591179,0.014225941422594143
0.5238095238095238,0.010119595216191352,0.019855595667870037
0.9671532846715328,0.22746781115879827,0.3683113273106324
0.03470715835140998,0.010342598577892695,0.01593625498007968
0.9602169981916817,0.225,0.364572605561277
1.0,0.3898492092681133,0.5609949722148716
0.9755725190839695,0.24912280701754386,0.39689440993788816
0.9684418145956607,0.18986852281515854,0.3174911089557064
0.8421052631578947,0.018901358535144713,0.03697284806470249
0.9967266775777414,0.2884888678351492,0.4474650991917707
0.06932773109243698,0.013074484944532488,0.022
1.0,0.20120596635988575,0.33500660501981505
0.9863247863247864,0.47528830313014825,0.641467481934408
0.208955223880597,0.007031642390758413,0.01360544217687075
0.9565217391304348,0.2247765006385696,0.36401240951396074
