Acc,Pre,Rec,f1_score
0.80875,0.4991358451434497,0.9468852459016394,0.653689452240833
0.807875,0.45847425779782036,0.9270516717325228,0.6135277847623837
0.76125,0.3418386491557223,0.8537956888472352,0.4882100750267953
0.818625,0.5806153846153846,0.9554430379746836,0.7222966507177034
0.801125,0.549725442342892,0.9400104329681794,0.6937439846005775
0.841625,0.6351560086499846,0.9598506069094305,0.7644543595463841
0.8215,0.476078431372549,0.9295558958652373,0.6296680497925312
0.84,0.5590841949778435,0.94625,0.702878365831012
0.835625,0.6155954919281146,0.9744455159112826,0.7545267873809969
0.84475,0.5828350334154062,0.9673088149445418,0.7273924495171203
0.82,0.4950343773873186,0.9165487977369166,0.6428571428571429
0.780375,0.405926454837558,0.9243902439024391,0.5641280079384768
0.842125,0.6103505843071786,0.9501039501039501,0.7432404960357797
0.835625,0.6161094224924012,0.974987974987975,0.7550754330415347
0.844,0.5811573747353563,0.9642857142857143,0.7252311756935271
0.86575,0.6293040293040293,0.9651685393258427,0.7618625277161862
0.806125,0.4543438077634011,0.9424846625766872,0.6131204789224245
0.8295,0.5877249357326478,0.9575916230366492,0.7283950617283951
0.840875,0.5888181174805379,0.9374647887323944,0.7233210171701805
0.773875,0.3881603596852754,0.8547854785478548,0.5338830198402473
