Acc,Pre,Rec
0.9084262701363073,1.0,0.8263219741480611
0.9315985130111524,1.0,0.8815196394075981
0.9258983890954151,1.0,0.8335189309576837
0.9192069392812887,1.0,0.8434197886647454
0.9028500619578687,1.0,0.8260869565217391
0.9405204460966543,1.0,0.9013968775677896
0.9187112763320942,1.0,0.8247863247863247
0.9255266418835192,1.0,0.8526960784313725
0.9092936802973978,1.0,0.7959297463061054
0.9184634448574969,1.0,0.8588891271713489
0.9078066914498141,1.0,0.8046218487394958
0.9231722428748451,1.0,0.8683931224793038
0.931722428748451,1.0,0.8622155538884722
0.9201982651796778,1.0,0.8569524655708574
0.9168525402726146,1.0,0.858528357579591
0.923915737298637,1.0,0.8429667519181586
0.8907063197026023,1.0,0.7091988130563798
0.9204460966542751,1.0,0.8316727844782381
0.9094175960346964,1.0,0.7722741433021807
0.9038413878562578,1.0,0.7846836847946725
0.9161090458488228,1.0,0.8394212523719166
0.9256505576208178,1.0,0.8360655737704918
0.9563816604708798,1.0,0.9329012581014106
0.9303593556381661,1.0,0.8479437229437229
0.9120198265179678,1.0,0.8311935330480267
0.9083023543990086,1.0,0.8195562058034626
0.9064436183395291,1.0,0.8171912832929782
0.9232961586121438,1.0,0.8516654684878984
0.9188351920693928,1.0,0.8379114080673101
0.8993804213135068,1.0,0.7823639774859287
