Pre,Rec,f1_score
0.99798873692679,0.44961942732874227,0.6199400299850075
0.6143928738865447,0.5080441946113587,0.5561803713527851
0.7720397579948142,0.5007006726457399,0.6074464467868073
0.8950819672131147,0.6313760760632147,0.7404505386875612
0.6814884894355093,0.31080109305335823,0.42690636112208613
0.684311377245509,0.44198638613861385,0.537080552683523
0.6686781067320384,0.45725338491295936,0.543115331597488
0.9833253930443068,0.36232774510664445,0.529536270925534
0.6990841692106411,0.5309705200397482,0.603539156626506
0.9687581359021088,0.38865677877585125,0.5547521431233694
0.997677659080353,0.45249631346113334,0.6226086956521739
0.9332775569964442,0.5682628629648497,0.7064038628987572
0.9011313330054107,0.4196541060588707,0.5726342111432366
0.9298490776970374,0.4349588181461629,0.5926783646566313
0.9702775730778679,0.4543363239015413,0.6188797493145319
0.9702775730778679,0.4543363239015413,0.6188797493145319
0.5722395685495316,0.36515124071726135,0.4458204334365325
0.9356223175965666,0.3593283197692387,0.519240788983997
0.742815744989133,0.3912490460442635,0.5125385320336583
0.7011618481491488,0.37994143484626647,0.4928306903427974
0.9822866344605475,0.6340297266396424,0.7706398837723453
0.9972550096074664,0.3402959910078681,0.5074376702283679
0.8237428719543806,0.358974358974359,0.500039336008182
0.7872178544255642,0.39830617220582576,0.5289706884798909
0.8901892430278885,0.49632097737054004,0.6373117033603708
0.8518755328218244,0.4691865242399343,0.6051018090984787
0.8970163618864293,0.3740468227424749,0.5279456193353474
0.998107653490328,0.4186067019400353,0.5898359840954275
0.5633301707779886,0.4426015654118524,0.49572114381131294
0.9611848825331971,0.49515891391286043,0.6536083906369383
