Pre,Rec,f1_score
0.8732099196646874,0.7795447458684128,0.8237232289950577
0.8755787037037037,0.5668789808917197,0.6881964976120082
0.7710759603685033,0.5010730825708799,0.6074216075585375
0.7279197670656745,0.5774412934684974,0.6440071556350626
0.7268018351339351,0.6817992503123699,0.7035816618911175
0.6937925288154423,0.5864538091325273,0.6356234096692113
0.7828014184397163,0.70876254180602,0.7439443937372744
0.917310122139548,0.5761904761904761,0.7077939663110003
0.6291765565090378,0.6421915765933657,0.6356174490454671
0.8404639951792708,0.5871395495685119,0.6913258983890953
0.8624415416868247,0.5633031388245208,0.6814909206753744
0.7771386430678466,0.6710392256749873,0.720202296336796
0.8235394601981552,0.5521704272133776,0.661090161124443
0.8746003552397869,0.6437442802980782,0.7416221100986521
0.8722614184923877,0.736825595984943,0.7988437340588335
0.8480535789033068,0.6991028295376122,0.7664081709854359
0.5865834633385335,0.5448288353559138,0.5649356747112404
0.7207185911830752,0.6282064489543628,0.6712901805372082
0.583248859604663,0.5854744339862631,0.5843595277389869
0.6469749762432689,0.5980966325036603,0.6215763846622033
0.8732099196646874,0.7795447458684128,0.8237232289950577
0.8755787037037037,0.5668789808917197,0.6881964976120082
0.7710759603685033,0.5010730825708799,0.6074216075585375
0.7279197670656745,0.5774412934684974,0.6440071556350626
0.7268018351339351,0.6817992503123699,0.7035816618911175
0.6937925288154423,0.5864538091325273,0.6356234096692113
0.7828014184397163,0.70876254180602,0.7439443937372744
0.917310122139548,0.5761904761904761,0.7077939663110003
0.6291765565090378,0.6421915765933657,0.6356174490454671
0.8404639951792708,0.5871395495685119,0.6913258983890953
