Pre,Rec,f1_score
0.5181337595279075,0.876104355056647,0.6511645872764494
0.3268095913946366,0.8480325644504749,0.4717998490240484
0.4297259074685164,0.8941984304932735,0.580486695474187
0.6301051180423919,0.9396119748169086,0.754345247305173
0.47247956403269753,0.8728606356968215,0.6130922315385393
0.4604891435951247,0.8825804455445545,0.6052087200975973
0.5348654179127971,0.8763378465506125,0.6642881579590441
0.6376256281407036,0.8909856929693671,0.7433090469739685
0.47740460699841747,0.8993044054322623,0.6237077877325982
0.6261806375442739,0.8863588886567788,0.7338925884286084
0.5931969026548672,0.9037286707394143,0.7162534435261708
0.5861568247821878,0.9253693326541008,0.7177005136309759
0.5439952437574316,0.8383919367770015,0.6598458556812546
0.567892863197152,0.8759314943129821,0.6890522959839565
0.677576979756457,0.9134253450439147,0.7780202164135905
0.5853695210886399,0.8955601564297216,0.7079790861559444
0.34564401195310707,0.817062126426372,0.48578505276760714
0.6123844593071316,0.839497270011332,0.708177631007213
0.44672211670705353,0.8675909437802086,0.589771302580952
0.40103662750518315,0.8496339677891654,0.5448826291079811
0.5181337595279075,0.876104355056647,0.6511645872764494
0.6436750085704491,0.8793555638816036,0.7432801551799216
0.562115875975416,0.9194623291539591,0.6976943515899545
0.6457164234942012,0.8859232644681124,0.7469840411144171
0.48093689966011527,0.9036512564209357,0.6277667936538555
0.5901022494887526,0.8468130062213874,0.6955264172772849
0.47721875927574947,0.8603344481605352,0.6139086439788077
0.6414107219794424,0.9189594356261023,0.7555007793525935
0.33391902774727283,0.8499813641446142,0.4794743758212877
0.6072142804236723,0.8627657335297833,0.7127765943572577
