Pre,Rec,f1_score
0.7021611001964636,0.9425105485232067,0.8047736996172034
0.7271273192578375,0.9258655804480652,0.8145493639132773
0.7618110236220472,0.9555555555555556,0.8477546549835705
0.6910214467466376,0.8929074682949741,0.7790983606557377
0.8128031037827352,0.9401645474943904,0.8718571180856598
0.6530734632683658,0.9236641221374046,0.7651501844370279
0.6426675514266755,0.890984360625575,0.7467232074016962
0.7760979121670266,0.9253218884120171,0.8441660140955364
0.517557251908397,0.8765352294764059,0.6508279337652988
0.7371838687628162,0.9139830508474577,0.8161180476730988
0.7064595257563369,0.9532916513424053,0.8115216030056356
0.7323308270676692,0.949317738791423,0.8268251273344652
0.9178082191780822,0.9586233565351895,0.9377718933232457
0.546875,0.8682811577082102,0.6710796621775851
0.6343308122328182,0.9137849360492658,0.7488354037267081
0.6776414247231368,0.8969889064976229,0.7720375106564366
0.9117382167517262,0.9638210092034275,0.9370564640543042
0.8165659438322076,0.9460461285008237,0.8765502766647586
0.6393668272539573,0.9331993972877951,0.7588319379211763
0.6579513995693633,0.9106002554278416,0.7639285714285715
