Pre,Rec,f1_score
0.8346456692913385,0.7827004219409283,0.8078388677191072
1.0,0.8004073319755601,0.8891402714932126
1.0,0.8673721340388008,0.9289761994710994
1.0,0.7923907937999061,0.8841719077568134
1.0,0.7591623036649214,0.863095238095238
1.0,0.8146734520780322,0.8978733348913297
1.0,0.7433302667893285,0.8527704485488127
1.0,0.8304721030042919,0.9073856975381008
0.8220858895705522,0.7795733678086619,0.8002654280026543
1.0,0.7838983050847458,0.8788598574821853
1.0,0.8455314453843324,0.9163013152650459
1.0,0.8721247563352826,0.9316951270304039
1.0,0.7822892498066512,0.8778476893035365
1.0,0.7956290608387477,0.8861842105263158
0.827008378511582,0.7948839412600663,0.8106280193236715
1.0,0.7325673534072901,0.8456437228447291
1.0,0.7749920660107902,0.8732344001430359
1.0,0.8109555189456342,0.8956106436206503
0.8095496473141617,0.7493721747865394,0.7782994261867501
1.0,0.8037462750106428,0.891196601368893
