Pre,Rec,f1_score
1.0,0.8059071729957806,0.8925233644859812
1.0,0.8004073319755601,0.8891402714932126
1.0,0.8673721340388008,0.9289761994710994
1.0,0.7923907937999061,0.8841719077568134
1.0,0.7591623036649214,0.863095238095238
1.0,0.8146734520780322,0.8978733348913297
1.0,0.7433302667893285,0.8527704485488127
1.0,0.8304721030042919,0.9073856975381008
0.8220858895705522,0.7795733678086619,0.8002654280026543
1.0,0.7838983050847458,0.8788598574821853
1.0,0.8455314453843324,0.9163013152650459
1.0,0.8721247563352826,0.9316951270304039
1.0,0.7846094354215004,0.8793066088840737
1.0,0.7956290608387477,0.8861842105263158
0.9621559633027523,0.7948839412600663,0.8705577172503243
1.0,0.7325673534072901,0.8456437228447291
1.0,0.7749920660107902,0.8732344001430359
1.0,0.8109555189456342,0.8956106436206503
0.9576379974326059,0.7493721747865394,0.84080022541561
1.0,0.8037462750106428,0.891196601368893
