Pre,Rec,f1_score
0.5340909090909091,0.9667721518987342,0.688063063063063
0.6069791136016301,0.9706720977596741,0.746904873844225
0.6089360760893607,0.9710758377425044,0.7485046220772159
0.5371747211895911,0.9502113668388915,0.6863443596268024
0.6798234224876656,0.9790575916230366,0.8024521072796935
0.5334747760490335,0.9597116200169635,0.6857575757575757
0.5683195592286502,0.9489420423183073,0.7108890420399724
0.5929156753899022,0.9626609442060086,0.7338459021756911
0.4279346210995542,0.9308338720103426,0.5863192182410423
0.6740654205607477,0.9779661016949153,0.7980636237897649
0.5850055126791621,0.9757263699889666,0.7314585056520541
0.648224395265054,0.9820662768031189,0.7809641915982019
0.6259314456035767,0.974477958236659,0.7622504537205083
0.4151394422310757,0.9232132309509746,0.572737266397948
0.50186799501868,0.9545239223117006,0.6578517793013385
0.6015585721468074,0.9480982567353408,0.736081205782836
0.75732421875,0.9844493811488416,0.8560783772595557
0.6651672757942086,0.9744645799011532,0.7906432748538013
0.5553618134263295,0.9598191863385234,0.7036082474226805
0.5283063748810657,0.9455087271179226,0.6778574698611324
