Acc,Pre,Rec,f1_score
0.9008674101610905,0.8201923076923077,0.9849884526558892,0.895068205666317
0.8211895910780669,0.7186234817813765,0.9852900360810436,0.8310897811073393
0.78909541511772,0.6343771119621536,0.9727115716753022,0.7679301881647123
0.8185873605947955,0.6696076155096354,0.9859829059829059,0.797566371681416
0.8271375464684015,0.6518595041322314,0.9817191754181253,0.7834859537482539
0.8628252788104089,0.742133726647001,0.9811504712382191,0.8450664800559833
0.8394052044609666,0.6897948847809572,0.9745974955277281,0.8078291814946619
0.7821561338289963,0.6254962505513895,0.9792817679558011,0.7633916554508748
0.7926889714993804,0.6686672185430463,0.9782016348773842,0.7943454210202828
0.8842627013630731,0.8089466725429705,0.9820759764579989,0.88714354760754
0.8577447335811648,0.7346144490391632,0.9814754631134222,0.8402893711741792
0.8653035935563816,0.7555766492643569,0.982412835544585,0.8541918175720993
0.8395291201982652,0.7337303275202042,0.9876896650443745,0.8419768151311776
0.8200743494423792,0.6885510251094218,0.9676270637746843,0.8045760430686407
0.9288723667905824,0.8908393866020985,0.9925809352517986,0.9389621437686092
0.862453531598513,0.7711882682769031,0.9864827586206897,0.8656499636891793
0.8710037174721189,0.7761774119798811,0.9820653746022563,0.8670667858511046
0.8759603469640644,0.7867415730337078,0.9853644807205179,0.8749219042858928
0.8285006195786865,0.7297681984546563,0.9849066959385291,0.8383555244101847
0.7864931846344486,0.6572789397390764,0.9790252930289944,0.7865196382108784
0.8919454770755886,0.7993172396976347,0.9852720168319807,0.8826063543349489
0.8382899628252788,0.7060070671378091,0.981335952848723,0.8212083847102342
0.89727385377943,0.8450019447685725,0.9926890564313456,0.9129110200651328
0.861090458488228,0.7736996644295302,0.9887429643527205,0.8681021296623131
0.8225526641883519,0.6674664107485605,0.9837340876944838,0.7953116066323612
0.8210656753407682,0.6945446348061316,0.9719242902208202,0.8101498816723638
0.8254027261462206,0.6482016277238121,0.9728132387706856,0.7780053568615094
0.9144981412639405,0.8761363636363636,0.9922779922779923,0.9305974652987327
0.9022304832713754,0.8207663782447466,0.9810874704491725,0.8937945887737246
0.8157372986369269,0.6955598045464202,0.9837740384615384,0.8149346608587429
