Acc,Pre,Rec,f1_score
0.7719470162870852,0.2960215053763441,0.9316412859560068,0.4492860057119544
0.6803406095830236,0.1558011049723757,0.8528225806451613,0.2634693241980691
0.686963573697371,0.17617820324005892,0.8590664272890485,0.29239230064161326
0.6442184226532405,0.07909347410576135,0.67890625,0.1416809325833537
0.656991282016625,0.14560487380330722,0.833582461385152,0.2479069422834704
0.6631749678988984,0.104022450888681,0.7403462050599201,0.18241469816272965
0.668209772251132,0.11809470124013528,0.7442273534635879,0.20384334711748964
0.6837872541731432,0.15790454884414615,0.8394449950445986,0.26580888121763685
0.7170034466445901,0.25445734662155983,0.9264314247669774,0.39925399899576786
0.7439345813340542,0.23318291531115543,0.8912956277577216,0.36965563134253865
0.6352976954788133,0.14179474467030243,0.8082901554404145,0.2412653778558875
0.7331891599648578,0.30689218523878437,0.9357418643132929,0.46219861054352257
0.8155707237953639,0.2934083601286174,0.9224936815501263,0.4452124415531612
0.8634520510914374,0.5381891158068705,0.9724829351535836,0.6929097955771715
0.8387510981955801,0.5074944190496439,0.9717077142275595,0.6667597765363128
0.8250321011015747,0.5168485544706107,0.9763110307414105,0.6758888332498748
0.759917550854903,0.39362542804460443,0.9574967962409227,0.5578993217596913
0.7165979590457525,0.20035885167464115,0.8463157894736842,0.3240106391553156
0.856693924444144,0.6341114390483856,0.9792817679558011,0.7697736279246512
0.7415692370075015,0.2766477606102093,0.9185064935064935,0.4252217044942131
0.6485436237075083,0.13261894556365195,0.8453551912568306,0.22927010003705076
0.7379536392511996,0.2058885829273459,0.8832348932303499,0.3339345529502705
0.8284449550584578,0.441306566859476,0.962642256308758,0.6051792518858387
0.7213286476988578,0.3110432125709297,0.9093925472179684,0.4635399726793728
0.8269243765628168,0.3730270755806493,0.9249125039770919,0.5316386247256767
0.69166047171724,0.20414716946508854,0.8314648729446936,0.32780847145488035
0.7208893694667838,0.2390225276823215,0.8968481375358166,0.3774495025625565
0.6235047644792864,0.11619190404797601,0.7242990654205608,0.20025839793281655
0.6749678988984253,0.1491108071135431,0.8497920997920998,0.25370470944216
0.7068662566736501,0.21926287161211666,0.8697916666666666,0.35023593738296754
