Mean_acc,Mean_pre,Mean_rec,Mean_f1
0.8910326311441554,0.7351404417858035,0.9472425532651612,0.8265191735396478
0.9512556794712929,0.9020339860956114,0.923535651453692,0.9114513853335141
0.9683519206939281,0.9906058793690456,0.8905369068762994,0.9370346261123756
0.9637794299876088,0.9982983311038208,0.8658125192411313,0.9262509402412034
0.9575134242048742,1.0,0.8412292645521586,0.9123639968823917
0.9483684427922344,1.0,0.8104260137530412,0.8940920838490496
0.9411689384551836,1.0,0.7852915053608582,0.8781819709952233
0.937401900041305,1.0,0.7714348098800302,0.8685847527221655
