Pre,Rec,f1_score
0.9289056875449964,0.9353026458861906,0.9320931912588043
0.6948547313747768,0.8298119790657104,0.7563604240282685
0.8596539038016079,0.8841087443946188,0.8717098445595856
0.9581081081081081,0.9109597841449313,0.9339392741882369
0.9517809923782858,0.8800517762117072,0.9145120310865341
0.8585120949338202,0.8729888613861386,0.8656899593464754
1.0,0.9136041263700838,0.9548517520215634
1.0,0.9187220222943913,0.9576395242451967
0.7845018450184502,0.8802583636965883,0.8296261609303052
1.0,0.920931689993733,0.9588385623402751
0.966057155370634,0.929323783442174,0.9473345144145595
0.9370821863940229,0.9104686704024453,0.9235837478199084
1.0,0.9075707250028634,0.9515460822575804
0.9312946248147649,0.9037782716694993,0.9173301486199575
1.0,0.9153074027603513,0.955781198820832
0.9616952922278512,0.8952150908672648,0.9272651456484183
0.8063380281690141,0.8295598623437783,0.8177841264172843
1.0,0.9149067683115277,0.9555627286421347
0.9577022786191841,0.8927753752225897,0.9240997959318018
0.7206477732793523,0.8600292825768667,0.7841933115279355
0.9660050444127646,0.9156012888473132,0.9401280683030949
1.0,0.9067066316972648,0.9510709373157791
1.0,0.9125720094883091,0.9542877391920623
0.9568485523385301,0.8820736558449891,0.917940842625359
0.8762872628726287,0.8978203526308483,0.8869231296715353
1.0,0.8948233360723089,0.9444926279271466
1.0,0.8830769230769231,0.9379084967320261
1.0,0.927689594356261,0.9624885635864592
0.7926721860137397,0.8386134923592993,0.8149959250203749
1.0,0.9142285834561145,0.9551926988839408

