Acc,Pre,Rec,f1_score
0.9351920693928129,0.7270163564579808,0.9706325301204819,0.8313447275072557
0.9276332094175961,0.6585956416464891,0.9819494584837545,0.7884057971014492
0.8574969021065675,0.3191358024691358,0.9166666666666666,0.47344322344322337
0.8858736059479554,0.5639175257731959,0.9358426005132592,0.7037632679318108
0.916728624535316,0.5866320571057755,0.9627263045793397,0.7290322580645162
0.8641883519206939,0.4052890528905289,0.8362944162436549,0.5459817729908865
0.8370508054522925,0.11102831594634874,0.5498154981549815,0.18474891506509608
0.866914498141264,0.39449003516998826,0.9425770308123249,0.556198347107438
0.8607187112763321,0.2492732558139535,0.7903225806451613,0.3790055248618785
0.8992565055762082,0.4832887700534759,0.9475753604193972,0.6401062416998672
0.857992565055762,0.2686346863468635,0.7013487475915221,0.38847385272145146
0.9080545229244114,0.428936170212766,0.8765217391304347,0.576
0.8946716232961586,0.5776935571196535,0.9384344766930519,0.71514745308311
0.88636926889715,0.49540722596448256,0.8968957871396895,0.6382642998027613
0.8975216852540273,0.390087929656275,0.8840579710144928,0.5413200221852468
0.8820322180916976,0.4201507882111035,0.8525730180806675,0.5629017447199265
0.923543990086741,0.6585798816568047,0.9653078924544666,0.7829757298628209
0.8895910780669145,0.37147102526002973,0.9174311926605505,0.5288207297726071
0.8861214374225527,0.5176738882554162,0.9255861365953109,0.6639853747714808
0.8833952912019827,0.42953472690492245,0.8702185792349727,0.5751693002257336
0.785997521685254,0.09368770764119601,0.27976190476190477,0.14036834245893479
0.8550185873605948,0.30919220055710306,0.7138263665594855,0.4314868804664723
0.8879801734820322,0.45792563600782776,0.9058064516129032,0.608318890814558
0.852912019826518,0.2910089224433768,0.7335640138408305,0.41670761670761663
0.8680297397769516,0.46949602122015915,0.9315789473684211,0.6243386243386243
0.9635687732342008,0.8421936205931729,0.992089650626236,0.9110169491525425
0.9232961586121438,0.6253280839895013,0.952047952047952,0.7548514851485149
0.9586121437422552,0.7583547557840618,0.9445037353255069,0.8412547528517111
0.8908302354399009,0.4093816631130064,0.9201277955271565,0.5666502705361534
0.8840148698884759,0.42291666666666666,0.8529411764705882,0.5654596100278552
