,Mean_acc,Var_acc,Mean_pre,Var_pre,Mean_rec,Var_rec,Mean_f1,Var_f1
0,0.8876869062370918,0.03553825405462423,0.457877399031042,0.17261954353415188,0.8629675327125057,0.1452405483577415,0.5888514001807182,0.1750897655685822
1,0.8621354812061132,0.030956087127812195,0.5985333877327363,0.09910062883105143,0.9484575600184235,0.025713007440896822,0.7301933077934014,0.08275413890484795
2,0.7970962412226356,0.04841344862807025,0.5847608349594766,0.09839742206896772,0.956580414525068,0.021001336074562914,0.7219279147964808,0.08142529710275459
3,0.7937711689384553,0.05233984173315735,0.6723521602905179,0.0824126271271575,0.9768499576771379,0.008196952348949411,0.7938961024980712,0.05994518935363037
4,0.7561544816191657,0.04486492533595156,0.6787581184594674,0.06368842670118363,0.9784014725210295,0.007983884998399943,0.7999956309608198,0.04777981300409855
