Acc,Pre,Rec,f1_score
0.6237918215613383,0.5401350337584396,0.8314087759815243,0.6548431105047748
0.6334572490706321,0.5597111645991483,0.8390230363585901,0.6714793425144381
0.5351920693928129,0.42079940784604,0.7854922279792746,0.5480178334739125
0.5541511771995044,0.4364254675987153,0.7897435897435897,0.5621805792163544
0.4146220570012392,0.3206132311281453,0.7483469467133411,0.44890340643957066
0.4942998760842627,0.4112760692824319,0.7562560935976601,0.5327990841442471
0.5044609665427511,0.390625,0.7692307692307693,0.5181347150259068
0.5395291201982652,0.4271499644633973,0.8301104972375691,0.5640544345377757
0.5830235439900867,0.4941354521377223,0.7907962458371177,0.608219816043777
0.6703841387856257,0.5981070258463779,0.8790797217763509,0.7118717504332754
0.5173482032218092,0.4230913877397518,0.7312317192070198,0.5360333531864204
0.5535315985130111,0.4660540135033758,0.7667386609071274,0.5797270500408258
0.5713754646840149,0.5029320455329424,0.8348124821070713,0.627704229899903
0.5220570012391573,0.4291512915129152,0.7529944966008417,0.5467152426842168
0.7379182156133829,0.7214733244731346,0.85431654676259,0.7822954194544519
0.70817843866171,0.6163003663003663,0.9282758620689656,0.7407815079801872
0.6127633209417596,0.5302367941712204,0.8420595892392247,0.6507209120375544
0.6504337050805452,0.5658984515664386,0.8846045595271601,0.6902382782475018
0.644361833952912,0.5702104499274311,0.8625137211855104,0.6865443425076453
0.6180916976456011,0.5149420993649608,0.850400987045034,0.6414611447184737
0.5768277571251549,0.4923954372623574,0.8563270213405471,0.6252606167014155
0.5444857496902107,0.4389238020424195,0.7318271119842831,0.5487355757426959
0.6759603469640645,0.6520013802622499,0.8633767420607722,0.742947016612602
0.6334572490706321,0.5704135543814902,0.8391852050388636,0.679175704989154
0.4998760842627014,0.3923351158645276,0.7782885431400283,0.5216876036975586
0.5987608426270137,0.4939415538132573,0.8744479495268139,0.6312912776133
0.5097893432465923,0.3643321852277076,0.7501970055161544,0.4904688304997423
0.7677819083023544,0.753731343283582,0.8882453882453882,0.8154785348562424
0.5521685254027261,0.4801587301587302,0.8223995271867612,0.606318082788671
0.5905824039653036,0.5021156558533145,0.8557692307692307,0.632888888888889
